ID,Sens_0mM_r1,Sens_0mM_r2,Sens_0mM_r3,Sens_15mM_r1,Sens_15mM_r2,Sens_15mM_r3,Tol_0mM_r1,Tol_0mM_r2,Tol_0mM_r3,Tol_15mM_r1,Tol_15mM_r2,Tol_15mM_r3
ESR49916,6.3696,6.5511,6.3129,6.8701,6.6758,6.679,6.215,6.2588,7.1024,6.9632,6.3674,6.1737
ESR42980,7.5389,7.7909,7.7741,8.3162,8.3366,8.2448,8.3347,8.2381,8.0812,8.5428,8.541,8.2134
ESR57991,7.22,6.5201,7.0837,7.2601,7.1616,7.1482,7.0318,6.9129,6.3994,6.7443,6.4313,6.7588
ESR41290,6.1374,6.2445,6.3129,5.4708,5.9853,6.4382,6.431,5.8449,6.007,6.5211,5.9096,5.8111
ESR53697,9.7436,9.2864,9.9448,9.4637,9.355,9.8358,9.3935,8.8882,9.7653,9.7416,9.1661,9.4176
ESR66434,5.7981,6.669,6.1651,6.0118,6.458,6.1489,6.6683,6.9356,6.2687,6.4137,6.3005,6.4301
ESR47440,6.9881,6.9272,6.4787,6.5038,5.9853,6.8611,6.5676,6.2588,6.3678,6.4504,6.8608,6.2517
ESR62737,8.975,9.4015,8.9647,9.3299,9.3414,9.1873,9.7356,9.9809,9.3464,9.3288,9.7399,9.6764
ESR65894,9.6845,9.5121,9.2434,9.2461,9.203,9.0916,9.3141,10.1161,9.0803,8.9793,9.4038,9.4999
ESR34721,7.5389,8.1257,8.0412,7.4216,8.2996,7.5929,8.2315,8.1823,7.7549,7.7762,8.2883,8.0808
ESR52551,8.2479,8.3273,8.3799,8.2792,8.4338,8.0865,7.7472,7.7802,7.6797,7.6077,7.738,7.7853
ESR58148,6.9599,6.7514,6.9319,6.6559,6.2014,7.0228,7.1756,7.2927,6.5192,6.621,7.1349,6.9346
ESR48832,6.4929,6.041,6.5988,5.9186,5.7857,5.7343,6.3423,6.2588,5.9225,5.5826,6.2303,6.0912
ESR35458,5.8604,5.6405,5.8631,5.4037,5.3519,5.3722,6.1813,6.1072,5.9654,5.5826,5.8169,5.2515
ESR53490,7.6666,7.5814,7.8119,7.5041,7.5872,7.5781,8.4594,8.229,7.9273,7.927,8.1621,8.1435
ESR40549,7.196,6.9507,7.0206,6.2973,6.7044,6.679,6.9341,7.1252,6.5477,6.4504,7.3151,6.9108
ESR32767,9.296,9.4517,9.2977,9.2746,9.2857,9.3744,8.6622,8.5341,9.0656,9.0763,8.6725,8.9049
ESR44638,9.3072,9.9477,9.5972,9.6849,10.0104,9.6035,10.0889,10.4355,10.0151,9.7599,10.1564,10.1359
ESR65098,4.0264,4.582,5.0461,4.7111,4.8359,4.7883,4.8073,5.1109,4.4774,4.5707,4.725,5.1735
ESR60553,9.9406,9.879,10.0058,10.4903,10.1417,10.1945,9.7472,9.4574,10.3721,10.1761,9.6786,9.6442
ESR44109,4.9565,5.389,5.7115,5.011,5.1995,5.3019,5.2587,5.5828,4.9733,4.5707,5.3719,5.0035
ESR54761,8.0072,7.5964,7.258,7.2217,7.1616,7.5173,7.0506,7.202,7.0235,7.1309,6.8136,7.3077
ESR46381,6.6425,7.105,7.2022,7.6562,7.3178,7.1281,7.3373,7.7549,7.6139,7.1533,7.4754,7.5889
ESR65091,7.0958,8.0839,7.3804,7.4046,7.4075,7.2637,7.8365,8.0842,7.5165,7.5581,7.7506,7.7454
ESR63842,6.2348,5.4561,5.9103,5.712,5.7312,5.8861,5.1926,5.5241,5.5246,5.1187,5.8169,5.5886
ESR45674,9.279,10.2034,9.7671,10.4219,10.2402,10.0784,10.0475,10.326,10.307,10.0532,10.2722,10.24
ESR49513,7.6491,7.8668,7.9538,7.2601,7.9154,7.3706,7.9307,7.0229,7.7052,7.8048,7.8708,7.9697
ESR62583,5.1686,5.4561,5.6572,5.011,5.7312,5.0678,5.2587,5.1109,4.7949,5.2071,5.0026,4.7038
ESR56073,6.5696,7.6112,6.7362,7.279,7.0322,6.9326,7.1055,7.0851,7.6538,6.9884,7.096,7.1937
ESR52909,9.5299,10.5394,9.845,10.4575,10.3907,10.385,10.2721,10.6254,10.3939,10.2059,10.464,10.4365
ESR50066,7.922,7.105,7.8727,7.627,7.7875,7.9438,7.9408,7.8173,7.545,8.3523,7.9602,8.1332
ESR38130,10.6056,10.6037,10.7749,11.1495,11.0707,11.1363,10.2315,10.278,10.5515,10.7874,10.4697,10.5058
ESR62991,9.1031,9.2632,9.3065,8.9373,9.2619,9.0547,9.7269,9.9337,9.1562,8.9793,9.6284,9.4469
ESR59888,6.9599,7.939,7.7613,8.001,8.1308,7.9893,7.724,8.1439,7.8263,7.8739,8.0029,7.9581
ESR64233,6.3261,6.7514,7.1832,6.8195,6.9391,6.3008,7.226,7.202,6.6562,6.9632,6.662,6.6763
ESR56482,6.2812,6.0841,6.9546,6.6267,6.5237,6.7065,6.0381,5.982,6.3025,6.5551,6.1939,6.0482
ESR48448,11.6508,11.9469,11.866,11.3941,11.1047,11.4974,12.2227,11.7401,11.8806,11.3257,11.8986,11.7336
ESR43393,10.2512,9.4143,9.9334,9.8102,9.5488,9.9636,9.3024,9.3517,9.3745,9.4378,9.4117,9.3659
ESR45154,6.0861,6.4884,6.2409,6.4714,6.1188,6.679,6.7162,6.6086,6.7076,6.2147,7.154,6.7043
ESR34087,10.2336,9.1663,9.8328,9.54,9.5329,9.9493,9.4226,9.3643,9.1562,9.6926,9.5834,9.5586
ESR39075,8.8187,8.7446,8.7017,9.1673,9.0554,8.9262,8.2959,8.1632,8.5647,8.5846,8.2883,8.5354
ESR39859,7.6491,7.6689,7.8846,8.0892,8.0214,7.8729,8.6438,8.6276,8.0114,8.1215,8.0444,8.1435
ESR58547,8.4235,7.8913,7.8727,7.3521,7.4919,7.622,8.2066,8.2198,7.9054,7.9781,8.0444,7.7454
ESR62140,8.4941,8.0517,8.4048,8.0124,8.2127,8.3958,7.4826,7.7161,7.8494,8.0753,7.6996,8.0152
ESR64596,8.4132,8.1154,8.0091,7.6847,7.5244,7.7595,8.3799,8.4019,7.7426,7.6556,8.1044,7.9581
ESR55762,9.2325,8.633,8.9923,8.4387,8.4923,8.6361,9.1799,9.3176,8.5991,8.6333,9.089,8.9698
ESR62629,9.8779,9.5121,9.3585,9.3389,9.3138,9.0653,9.4998,9.4136,9.1972,8.9151,8.921,8.7655
ESR34517,7.8623,7.6547,7.7613,7.7805,7.662,7.6075,7.1926,7.1641,7.1024,6.9116,7.3151,7.4797
ESR61436,7.4402,6.7514,7.0837,6.8701,6.8134,6.679,6.974,7.5642,6.5756,7.3603,6.8838,7.07
ESR66236,7.7514,6.697,7.1442,6.7935,7.1198,7.0008,6.893,6.7173,6.8285,7.1309,6.6351,6.7043
ESR58594,7.0158,7.4883,7.6264,7.488,7.4075,7.486,6.7395,6.7433,7.545,7.3794,7.0148,7.2518
ESR62906,9.0371,8.2253,8.5535,8.3961,8.1096,8.4042,8.0096,7.8535,8.0114,8.1215,8.2175,8.2424
ESR52248,6.8412,6.2445,6.5697,5.7665,6.5554,6.2268,6.4872,5.7961,6.1986,6.4861,6.2658,6.3961
ESR42933,7.3988,6.7514,7.3971,7.1415,7.1198,6.9326,7.3824,6.7688,6.6562,7.4536,6.6077,7.0039
ESR48260,5.7981,6.9272,6.3815,6.5038,6.7869,6.4382,6.5413,6.7938,6.5192,6.1715,6.7894,6.6186
ESR50856,6.8412,6.2445,6.8854,6.1818,6.5554,6.8611,6.5935,6.1072,6.603,6.7145,5.9967,6.6763
ESR61087,6.8718,7.1863,7.2941,6.3695,6.865,6.8365,7.2094,7.275,6.9184,6.4861,6.6351,6.6477
ESR63449,9.5956,9.8544,9.6468,10.2816,9.6842,9.8138,9.4826,8.9838,9.7623,9.9513,9.4926,9.7656
ESR64695,8.1263,8.1863,8.485,8.3961,8.2027,8.2068,7.7004,7.6762,7.8494,7.7616,7.6734,7.6038
ESR32860,5.264,5.0843,5.0461,4.8181,4.7286,5.6234,4.6189,5.4629,5.2054,5.4439,5.3052,5.3255
ESR53362,9.3405,10.2608,10.1675,10.4801,10.4212,10.2861,9.8632,9.9616,9.923,9.9157,9.94,9.8589
ESR34547,6.8099,7.2633,6.4147,6.4382,6.1188,6.8365,6.5145,6.5801,7.1214,6.621,6.6351,6.7043
ESR49517,5.0665,5.389,5.2798,4.332,5.2777,5.1501,4.6189,4.7505,5.0549,5.1187,4.8235,4.8108
ESR65373,6.8718,6.1665,6.7876,6.3338,6.6466,6.7599,6.1115,6.329,6.3025,6.1268,6.1182,5.958
ESR39969,9.6183,9.3228,9.3371,9.4513,9.281,9.0653,8.8238,8.5852,9.3942,9.5393,8.8985,9.1486
ESR41731,7.9366,8.8912,8.5902,8.9313,9.0217,8.7658,8.3725,8.4656,8.9262,8.6413,8.4819,8.4134
ESR38723,5.264,4.9968,5.206,5.4708,5.2777,5.5645,4.5145,4.942,5.4053,4.8154,5.3052,5.4631
ESR44617,6.3261,6.2445,5.7638,6.3695,5.7312,5.9791,6.2479,5.6391,5.8784,5.933,5.6657,5.396
ESR40400,6.6065,7.084,6.9319,6.9429,7.2023,7.1878,7.3525,7.4585,7.3964,7.4715,7.1728,7.7984
ESR62996,9.4762,10.0271,9.7956,10.3434,10.2644,10.0304,9.6241,9.4769,10.2388,10.0292,9.5514,9.8744
ESR48170,7.2897,7.683,7.9538,7.2601,7.2023,7.622,8.1982,7.8294,7.4874,7.7762,7.9602,7.7853
ESR33021,6.4119,6.7514,6.8127,6.597,7.2023,6.9326,6.8292,7.1448,6.4606,6.3374,7.154,6.4301
ESR60599,8.6346,8.1664,8.2935,7.7805,7.84,8.0655,7.6884,7.5199,8.0114,7.8739,7.812,7.6478
ESR35259,7.6491,7.8544,7.7088,7.5041,7.6908,7.3181,7.9999,8.3937,7.4874,7.3212,7.9493,7.8988
ESR56326,10.1424,11.0271,10.6467,11.092,10.999,10.7979,11.0726,11.1467,11.3141,10.9972,11.1227,11.1677
ESR50995,9.5818,10.41,9.842,10.7112,10.4823,10.3441,10.138,10.2868,10.3958,9.9384,10.3672,10.3078
ESR61013,12.4265,12.0918,12.3096,11.8982,11.8842,12.2256,12.523,12.8291,12.2015,11.8905,12.6224,12.5286
ESR47156,9.5008,9.6899,10.0193,10.424,9.9873,10.4124,9.6147,9.5595,9.8789,10.1897,9.768,9.9347
ESR65548,5.3535,6.3185,6.4147,6.1818,5.8383,6.1083,5.7472,5.7457,6.2341,6.1268,5.9538,6.3257
ESR44037,6.9311,6.3889,6.7621,5.9186,6.6466,6.1083,6.5145,7.0016,6.3994,6.376,6.4925,6.5584
ESR41412,6.8718,7.2253,7.0419,6.4382,6.7599,6.6225,6.5145,6.3629,7.3325,7.0614,6.7398,6.6477
ESR66876,6.9881,7.4559,6.7876,7.0566,7.4755,6.9092,7.51,7.5348,6.8051,6.7736,7.4447,7.2707
ESR47776,8.3493,8.8102,8.3966,8.5043,8.4166,8.353,9.1233,9.1866,8.9316,8.6727,9.0334,8.8242
ESR38065,6.1374,5.9035,6.0851,6.5356,6.1607,6.1083,6.5413,6.7433,5.9225,6.4861,5.7179,6.3961
ESR47489,7.3343,8.136,7.4932,8.212,8.0551,8.1278,7.7004,8.229,8.2553,7.8328,8.0444,8.2231
ESR41427,11.4512,11.002,11.4054,11.4283,11.4803,11.4165,10.5512,10.8239,10.9982,11.2882,10.9534,10.8682
ESR58527,5.7981,5.1667,4.959,5.011,5.3519,4.7883,5.0506,5.3323,5.4662,5.7091,5.4967,5.091
ESR41654,8.7708,8.6829,8.7349,8.1621,8.2616,8.4292,8.9641,9.2782,8.7103,8.5257,8.9594,8.6835
ESR50831,5.5928,5.3187,5.956,5.535,5.4897,5.9791,5.1233,5.8449,5.5246,5.2071,5.2353,5.958
ESR65065,4.8375,4.319,4.8663,4.0094,4.7286,4.6816,4.6189,4.942,4.2188,4.8154,5.0026,4.8108
ESR34499,6.1869,6.282,5.8143,6.2973,5.554,5.9791,5.4405,5.3991,5.8784,5.5826,5.7683,5.9106
ESR32489,7.3776,7.1462,6.9319,6.8195,6.8134,6.7859,7.4826,7.5348,7.1402,7.3409,7.6058,7.5275
ESR35351,7.4197,7.1664,7.1638,7.1821,6.6758,6.6225,6.4594,6.6086,6.8285,6.7736,6.8374,6.4957
ESR44233,4.9565,5.1667,4.959,4.332,5.3519,4.5664,5.2587,5.0289,5.4053,4.8154,4.9158,5.0035
ESR43439,6.7779,6.8792,6.8373,6.2598,6.4912,6.3711,6.9541,7.3274,6.4303,7.0132,6.9288,6.8112
ESR59151,7.8925,8.6258,8.1729,8.9666,8.7744,8.7527,8.4594,8.5041,8.5151,8.6492,8.6048,8.9927
ESR38898,7.3561,8.3184,7.9872,8.3961,7.9275,8.1176,8.2397,8.0842,8.5786,8.4,8.1526,8.0808
ESR62501,8.6872,8.551,8.2483,8.0124,7.814,7.8969,8.5479,8.6756,8.2115,8.1773,8.1621,8.6406
ESR50318,5.9203,5.7515,6.2409,5.7665,5.1995,6.0665,5.4405,5.5241,5.4662,5.984,5.4356,5.8617
ESR54620,5.8604,6.282,5.8143,6.2598,6.2795,6.1884,5.3824,6.3629,6.3678,5.984,6.3674,5.8111
ESR39666,7.5003,8.0839,8.0623,8.0784,8.2902,8.1379,8.2315,8.2563,8.6656,8.5763,8.4743,8.4958
ESR61693,6.3696,5.7515,6.4147,5.7665,6.2409,5.9333,6,6.185,5.4053,6.4137,6.0789,5.8617
ESR40046,5.6645,6.1665,5.6007,6.2973,5.938,6.2268,5.2587,5.8921,6.125,5.5826,5.7683,5.958
ESR66022,9.4611,10.1688,10.1356,10.3701,10.531,10.4019,10.2003,10.7394,10.3297,10.2791,10.4563,10.4113
ESR39251,6.5318,6.282,6.5988,6.6559,7.0984,6.651,5.9608,6.329,6.4902,6.2568,6.0384,6.2517
ESR32466,7.4605,8.1462,7.7483,8.0676,7.5717,7.9088,8.1555,8.3266,7.791,7.8604,8.5043,8.2036
ESR37756,11.947,11.9093,11.9622,12.5233,12.2669,12.3998,11.635,11.4164,11.9321,12.1481,11.8335,11.8882
ESR54525,9.4409,9.0076,9.1481,9.0568,9.2951,9.3398,8.431,8.689,8.8368,9.1282,8.5979,8.8988
ESR45587,5.3535,5.804,5.6007,5.8697,5.6745,5.8861,5.1233,5.1886,5.8784,6.0332,5.4967,5.2515
ESR52775,6.2348,6.9965,7.0419,7.3521,6.7869,6.5332,6.7851,6.7688,7.2825,6.6528,6.9288,6.7043
ESR36733,5.3535,4.9968,4.7672,4.7111,4.8359,4.6816,4.974,5.6934,4.9733,4.5707,5.0844,4.9104
ESR66603,4.7077,4.319,5.0461,4.0094,4.8359,4.4412,4.8073,4.6444,4.3539,4.1023,4.5049,4.3251
ESR65335,5.5174,5.5203,6.0851,5.9659,5.4897,6.1083,5.7925,5.3991,5.7373,6.0332,5.3719,6.2517
ESR61063,8.0613,8.0408,8.1136,7.6705,8.0551,7.548,8.365,8.7479,8.0012,7.9655,8.3055,8.0152
ESR49347,5.7328,6.8294,6.2409,6.3338,6.424,6.5933,5.9608,5.982,6.5477,6.5211,6.4313,6.2133
ESR65160,6.9881,7.7379,7.2762,7.316,7.39,7.3002,7.7472,7.9789,7.8147,7.702,7.7506,7.9228
ESR41487,4.4069,4.582,4.7672,4.1797,4.3486,4.5664,4.2801,4.269,4.7949,4.8154,3.739,4.5883
ESR38127,8.0877,8.0408,8.4534,7.9312,8.1202,7.9438,7.7004,7.3945,7.7426,7.9007,7.4904,7.4797
ESR40720,8.0877,7.4883,7.5979,7.3873,7.1821,7.8236,7.3525,7.1448,7.2482,7.8604,7.1349,7.5889
ESR64842,10.9377,10.2276,10.6344,10.5143,10.3708,10.8665,10.107,10.0132,10.0577,10.4876,10.1132,10.3032
ESR38047,7.3343,8.1863,7.5239,8.1621,8.1202,8.0548,8.215,8.2198,7.9699,7.4893,7.9493,7.9812
ESR58535,7.22,8.0945,7.6405,7.8067,8.0662,8.0655,7.3675,7.5348,7.8721,7.4893,7.2808,7.6038
ESR44063,8.1389,7.105,7.6819,7.279,7.2023,7.3002,7.724,7.5199,7.412,7.7905,7.332,7.1537
ESR44064,8.8344,8.2348,8.3024,8.001,7.8656,7.9781,8.6864,8.5116,7.8721,8.3906,8.3558,8.3077
ESR62216,9.756,10.5336,9.6812,10.5262,10.4678,10.1122,10.0357,10.2713,10.1764,9.8137,9.743,10.0152
ESR53578,8.7128,8.2726,8.5082,7.9431,8.7812,8.1678,7.9805,8.1536,7.7178,8.2828,8.1044,8.1739
ESR63343,5.8604,5.9035,6.1256,5.011,5.4897,5.6234,6,5.6391,5.7373,5.7684,5.3719,5.396
ESR37583,9.7101,9.2632,9.8958,9.4134,9.4081,9.5515,8.9391,8.7796,9.2062,9.447,9.2439,9.1537
ESR63650,5.8604,5.9035,5.8631,5.819,5.4897,6.1083,6.0752,6.46,6.3025,5.5149,5.9096,6.3961
ESR63228,8.6524,8.5889,8.4614,8.5043,8.5875,8.7395,9.3373,9.2958,8.5855,8.6092,9.1425,8.8805
ESR32710,9.4712,9.5317,9.2662,9.1924,9.0937,8.9204,8.7794,8.5852,8.8368,9.1673,8.6791,8.7655
ESR42778,9.9334,10.0381,10.2841,9.5823,9.8079,10.0167,9.5795,9.2054,10.0048,10.2429,9.642,9.7353
ESR49389,10.6658,11.4206,11.3173,11.9194,11.6031,11.6252,11.2042,11.5556,11.7132,11.4487,11.3752,11.4665
ESR47294,5.1686,5.5816,5.4168,5.1811,5.4897,5.228,5.4964,4.5297,5.687,5.2071,5.0844,5.5272
ESR49904,11.0423,10.9506,11.45,11.2616,10.8708,11.1762,11.0806,10.4767,10.6936,10.6103,10.7397,10.5039
ESR61997,6.453,6.282,6.2035,6.0993,6.6466,6.5332,6.8508,6.664,5.8329,6.3374,6.7398,6.7852
ESR48085,7.043,6.5201,6.7097,6.597,6.8134,6.0665,6.5676,5.982,6.1986,6.5551,6.2658,6.4957
ESR63654,7.5197,7.2444,7.0206,6.9429,6.5554,6.9784,7.4118,7.6352,7.3648,6.8304,7.096,7.2518
ESR63436,9.4762,10.3823,9.884,10.3634,10.2547,10.1701,10.26,10.5721,10.3622,10.0798,10.3549,10.6132
ESR65206,7.2668,6.697,6.9088,7.316,6.9629,7.1681,6.8508,6.329,7.0235,7.4893,7.2097,7.0483
ESR54456,5.4378,5.804,5.206,6.0118,6.0757,5.5645,5.4964,5.1109,5.9654,5.8802,5.6115,5.6476
ESR56255,6.8099,7.0626,6.8615,6.2973,7.0322,7.2451,7.3675,7.4107,6.8515,6.9632,7.332,6.9346
ESR35067,10.3578,9.4842,9.7115,9.2316,9.2229,9.4083,9.5468,9.4574,9.2283,9.6459,9.6521,9.6515
ESR50235,10.1043,10.9212,10.3477,11.1774,11.1073,10.7575,10.431,10.842,10.5879,10.565,10.7693,10.6604
ESR53864,7.5579,7.6689,7.5239,7.3698,7.7469,6.8611,7.8579,7.805,7.791,7.7172,7.9273,8.0374
ESR40494,4.2292,4.582,4.7672,4.7111,4.6127,4.4412,4.8073,5.1886,5.3417,5.0245,4.725,4.9104
ESR58729,8.0746,8.8356,8.4693,9.0839,8.7945,8.8171,8.9541,9.1866,8.9208,8.9151,9.1802,8.9228
ESR47150,7.7181,6.7514,7.1638,6.8195,6.5237,7.282,6.9935,6.9799,7.0031,6.8579,6.8374,6.7318
ESR47628,5.4378,6.3185,5.9103,6.2598,6.458,6.1884,6.6438,6.329,6.4606,6.2147,6.3674,6.3257
ESR60786,4.9565,5.8546,5.7638,5.4037,5.7312,5.5645,6.0752,5.5828,5.4662,5.5826,5.6657,5.091
ESR40686,8.3493,7.8038,7.9196,7.5821,7.3178,7.8607,7.724,7.275,7.9488,7.3409,7.7755,7.6038
ESR59146,5.5174,5.3187,5.1283,5.0985,4.6127,5.1501,4.7162,5.0289,4.7949,5.2071,4.8235,4.4627
ESR50377,9.3622,9.1102,9.0723,9.1262,9.3994,9.1677,8.8508,8.5708,8.7839,9.1111,8.5043,8.5509
ESR43539,4.8375,5.2447,5.4168,5.4708,5.4224,5.9791,5.3824,4.942,5.4053,5.3692,5.6115,5.0035
ESR52546,8.8266,10.0215,9.3542,9.8327,9.8145,9.4657,9.7269,9.6549,9.8477,9.5178,9.6687,9.701
ESR35252,6.3696,5.804,6.3815,5.7665,6.458,6.4706,5.9608,5.5828,5.9225,6.0807,5.7683,5.8617
ESR45072,7.5766,7.9622,7.6954,7.202,7.4248,7.811,7.7925,8.318,7.8494,7.4893,8.0134,8.0592
ESR35759,9.5537,9.9182,9.3627,9.6455,9.5088,8.9891,9.8499,9.8407,9.6971,8.9793,9.6654,9.3963
ESR54977,5.6645,6.5815,6.1651,6.0993,5.889,6.1489,6,5.8449,6.0867,5.7684,5.3719,5.7041
ESR53565,6.9018,6.2445,6.4787,6.1818,6.1607,6.1083,6.4872,6.396,6.7814,6.0807,6.3997,6.9812
ESR47213,7.1468,7.4059,7.2211,7.6705,7.5872,7.3533,6.9341,6.8664,7.316,7.4715,6.7398,6.8368
ESR59251,9.2384,9.6688,8.8177,9.5747,9.5645,9.8665,9.1055,9.1628,9.5072,9.7853,9.2659,9.2661
ESR48299,8.5039,7.4227,7.8964,7.5514,7.8271,7.8361,7.6272,7.5348,7.573,7.6077,7.2981,7.5738
ESR40784,7.196,6.6112,6.7621,6.8195,6.9391,7.0445,7.226,7.7161,6.8742,7.2397,7.4447,7.1124
ESR35138,7.8623,7.7379,7.6405,7.627,7.6175,7.6506,6.8721,7.0851,7.7303,7.4354,7.2634,7.1537
ESR55553,6.7118,6.206,6.3129,5.9659,5.554,6.3363,6.431,6.0666,6.5477,6.2568,6.5512,6.1331
ESR64696,7.5003,7.8166,7.2941,7.4717,7.2222,7.2637,7.0874,7.044,7.8944,7.6239,6.9065,7.1537
ESR51898,6.9311,7.084,7.063,6.5356,6.8394,6.8853,7.3373,7.7029,7.0436,6.7443,7.154,7.3438
ESR43329,8.0345,7.2819,7.4619,7.5669,7.5717,7.9323,7.2424,7.1252,7.2131,7.6867,7.1155,7.2327
ESR32545,8.2825,8.1763,8.0727,7.6122,7.9869,7.6786,8.4093,8.4341,8.0417,7.9139,8.6525,8.3077
ESR65191,9.077,8.9093,9.0775,8.8579,8.8209,8.6574,8.6062,8.7543,8.0812,8.231,8.541,8.4797
ESR42019,13.1113,12.114,12.5664,11.9848,12.2119,12.3041,12.5689,12.6287,12.0831,12.3344,12.5728,12.465
ESR40844,5.7328,5.9966,6.447,6.2598,6.2795,6.405,6.402,6.664,6.7814,6.2568,6.6351,5.958
ESR50337,8.3493,8.6829,8.799,8.955,8.3816,8.9722,8.2397,8.1536,8.7476,8.5846,8.0341,8.5814
ESR66443,10.1235,9.807,10.1988,10.4903,10.1521,10.6643,9.6582,9.6412,9.8506,9.9481,9.9806,10.1307
ESR37663,5.7328,5.389,4.7672,5.4708,4.8359,5.228,5.3219,5.2622,5.5246,5.4439,5.6115,4.9104
ESR42116,7.4805,8.3887,7.9196,8.5823,8.2325,8.5015,8.066,8.4341,8.2203,8.087,8.3883,8.4634
ESR56025,8.4643,8.0839,8.4048,8.1621,7.9275,8.2448,7.8896,7.378,8.1101,8.231,7.6734,8.2328
ESR57605,7.6313,7.5356,7.4136,7.1821,6.9148,7.1482,6.8721,6.8426,7.4274,7.1081,6.8838,6.6763
ESR33137,6.0861,6.8294,6.3476,6.7935,6.7324,6.3008,6.1115,6.7938,6.4303,5.933,6.6077,6.5888
ESR60772,7.4197,7.8166,7.6954,8.0568,7.8656,8.1073,7.1233,7.3274,7.8494,7.9906,7.6734,7.9812
ESR53640,11.5923,11.236,11.5353,11.7873,11.647,11.937,11.1926,10.8673,11.3162,11.8677,11.5891,11.5672
ESR44957,11.0014,11.781,11.4579,12.0286,11.8582,11.8988,11.2767,11.3817,11.9475,11.7595,11.5099,11.6379
ESR37737,6.1869,6.669,5.7638,5.7665,5.889,6.2268,6.6683,6.2943,6.2687,5.8802,6.0789,6.3257
ESR44545,6.6775,6.4228,6.1256,6.0562,6.6466,5.7343,6.8292,6.6365,6.5192,6.3374,6.4622,6.2892
ESR64535,6.6775,6.5201,6.8854,6.1411,6.458,6.3008,6.215,5.7961,6.3025,6.4504,5.9538,6.0482
ESR57843,7.4197,7.8038,7.4619,7.3342,7.3362,7.3181,7.8256,8.0534,8.1571,7.927,7.9602,7.8494
ESR49703,5.1686,5.804,5.3499,5.5965,5.889,5.1501,5.1926,5.3323,5.5246,5.7091,4.8235,5.396
ESR37435,8.5137,8.4963,8.6189,8.3433,8.2616,8.8605,8.9641,8.1918,7.938,8.4909,8.7116,8.8988
ESR39082,7.0696,6.6112,6.8854,6.3338,6.458,6.7065,6.7162,6.2588,7.2308,7.1309,6.9065,6.6763
ESR43353,9.2559,9.4681,8.9364,9.1469,9.1416,8.7395,9.5302,9.473,9.6019,9.7341,9.4078,9.7182
ESR51887,8.0345,8.1563,7.8365,7.8827,8.2027,8.2259,8.5213,8.9056,7.8944,8.313,8.4359,8.0484
ESR37329,6.6425,6.3541,6.6553,6.597,6.317,6.7065,6.8721,6.3629,6.125,6.885,6.1566,5.9106
ESR63705,8.9247,8.8419,8.8177,8.7129,9.0103,8.7126,9.5435,9.6583,8.8483,8.9281,9.2572,8.9755
ESR59037,6.2348,5.6405,5.8143,5.1811,5.7857,5.8861,6.215,6.185,5.6349,5.933,6.0384,5.5886
ESR64974,7.3343,7.7107,7.4299,7.3698,7.4248,7.4376,7.1584,6.7433,7.4426,7.3983,6.7398,6.8865
ESR58417,5.5174,6.206,5.8631,6.6267,6.2014,6.3008,6.1813,5.6934,6.125,6.4137,6.0789,6.3257
ESR43272,5.8604,5.9508,6.0003,6.2598,6.2014,6.405,5.602,5.2622,5.7373,6.0807,5.8169,5.8617
ESR34141,6.2348,6.6404,6.5097,6.9663,7.0546,6.0235,6.2801,6.7173,6.8515,6.5211,6.3674,6.4633
ESR61199,5.3535,5.7515,5.956,5.8697,5.554,5.5645,6.2479,6.0249,6.007,6.0807,6.1566,6.3961
ESR41008,8.2711,7.7244,7.4777,7.9431,8.2027,8.0761,7.4405,7.6072,7.8494,7.8048,7.2981,7.5889
ESR57058,5.8604,5.6971,6.0003,5.4037,5.4897,5.0678,6.1813,5.7457,5.2752,5.5826,5.7179,5.7586
ESR33581,10.4845,9.3844,10.103,9.6849,9.7947,9.9026,9.6764,9.6412,9.5036,9.8347,9.625,9.4049
ESR56932,6.6065,6.5815,6.3129,6.8195,6.3535,6.5933,5.7004,5.982,6.4303,6.684,6.3674,6.3614
ESR46857,6.9599,6.669,6.6553,6.0993,6.5865,6.7599,7.0318,7.044,6.6821,6.8579,6.7894,7.3615
ESR56244,6.453,6.1259,6.9546,6.74,6.5865,6.3711,6.0381,5.9377,6.3355,6.2976,6.1182,6.0482
ESR57234,4.8375,4.319,4.546,4.8181,4.8359,4.8876,4.1468,5.2622,4.3539,4.4308,4.725,4.7038
ESR46496,4.8375,4.319,4.2845,4.0094,4.4867,4.4412,4.6189,3.9504,4.3539,4.8154,4.6191,4.9104
ESR63036,6.6775,6.8792,7.0206,6.9429,7.2023,7.1076,6.2479,6.5213,7.2655,7.0614,6.6077,6.6477
ESR44358,5.6645,6.697,6.54,6.3695,6.3892,6.5022,6.402,6.329,6.6821,6.5211,6.1566,6.8865
ESR65845,6.2812,5.2447,5.542,5.4708,5.7312,5.8372,5.5501,6.1466,5.5808,5.4439,5.9538,5.9106
ESR54173,8.2362,7.9737,7.4777,8.2218,7.7331,8.4042,7.8791,7.9789,7.502,7.8189,8.3721,8.0808
ESR42609,11.1209,10.2467,10.6484,10.3984,10.1599,10.9377,10.9034,11.0171,10.4665,10.6659,10.6883,10.8713
ESR64301,5.4378,4.4565,5.4808,4.9178,5.4224,4.8876,5.1926,4.942,4.9733,4.9237,4.725,5.1735
